Order Date,Customer ID,Segment,Region,Category,Sub-Category,Sales,Quantity,Profit,Month,Profit Margin
2014-07-05,DM-13525,Corporate,South,Furniture,Furnishings,213.216,3,15.9912,2014-07,0.075
2016-04-04,EH-14185,Consumer,East,Office Supplies,Binders,588.784,2,183.995,2016-04,0.3125
,TC-21295,Consumer,South,Office Supplies,Art,2.064,1,0.1548,,0.075
2017-09-09,AI-10855,Consumer,West,Office Supplies,Paper,6.368,2,2.388,2017-09,0.37499999999999994
,JM-15535,Consumer,East,Technology,Accessories,99.6,1,36.852,,0.37
,JM-15535,Consumer,East,Office Supplies,Binders,62.296,13,21.0249,,0.33749999999999997
,JM-15535,Consumer,East,Office Supplies,Art,10.71,3,2.7846,,0.26
,BE-11335,Home Office,Central,Office Supplies,Envelopes,20.936,1,7.0659,,0.3375
,DR-12880,Corporate,East,Technology,Phones,33.0,6,8.25,,0.25
,DR-12880,Corporate,East,Technology,Accessories,249.95,5,87.4825,,0.35000000000000003
2014-09-12,TA-21385,Home Office,Central,Office Supplies,Supplies,357.93,3,7.1586,2014-09,0.02
2014-09-12,TA-21385,Home Office,Central,Technology,Accessories,57.4,5,10.906,2014-09,0.19
2014-09-12,TA-21385,Home Office,Central,Office Supplies,Binders,331.96,2,149.382,2014-09,0.45000000000000007
2014-09-12,TA-21385,Home Office,Central,Furniture,Furnishings,40.56,2,12.9792,2014-09,0.32
,KN-16705,Home Office,West,Office Supplies,Supplies,86.2,5,24.998,,0.29
,PJ-18835,Corporate,Central,Office Supplies,Paper,38.016,6,13.7808,,0.3625
,MC-17605,Corporate,East,Office Supplies,Storage,8.384,1,0.7336,,0.0875
,MC-17605,Corporate,East,Office Supplies,Art,6.848,2,0.7704,,0.1125
,BS-11755,Consumer,West,Office Supplies,Fasteners,19.6,5,9.604,,0.48999999999999994
,BS-11755,Consumer,West,Furniture,Furnishings,68.46,2,20.538,,0.30000000000000004
2017-09-04,PK-19075,Consumer,West,Office Supplies,Binders,13.344,6,4.3368,2017-09,0.325
2017-09-04,PK-19075,Consumer,West,Furniture,Tables,1478.272,8,92.392,2017-09,0.0625
,TS-21205,Corporate,South,Office Supplies,Storage,16.272,1,-3.8646,,-0.23750000000000002
,BD-11725,Consumer,West,Furniture,Furnishings,9.24,3,4.4352,,0.48
,TS-21340,Consumer,West,Office Supplies,Binders,32.34,10,-23.716,,-0.7333333333333333
,TS-21340,Consumer,West,Office Supplies,Paper,56.064,4,19.6224,,0.35
,TS-21340,Consumer,West,Office Supplies,Envelopes,108.72,5,36.693,,0.33749999999999997
,TS-21340,Consumer,West,Furniture,Bookcases,181.47,5,-320.597,,-1.7666666666666666
,ST-20530,Consumer,Central,Office Supplies,Paper,16.176,3,6.066,,0.375
2016-06-09,DB-13210,Consumer,West,Furniture,Chairs,122.352,3,13.7646,2016-06,0.11249999999999999
,KF-16285,Home Office,West,Furniture,Chairs,585.552,3,73.194,,0.125
,KF-16285,Home Office,West,Office Supplies,Paper,19.44,3,9.3312,,0.48000000000000004
,JM-16195,Consumer,East,Office Supplies,Appliances,123.92,5,9.294,,0.075
,TS-21505,Consumer,West,Furniture,Furnishings,13.36,5,4.008,,0.3
,TS-21505,Consumer,West,Office Supplies,Storage,78.256,2,-17.6076,,-0.225
,TS-21505,Consumer,West,Furniture,Bookcases,102.018,7,-183.6324,,-1.7999999999999998
,YC-21895,Corporate,Central,Office Supplies,Storage,750.68,2,37.534,,0.05
,Dp-13240,Home Office,Central,Office Supplies,Labels,44.4,3,22.2,,0.5
,Dp-13240,Home Office,Central,Office Supplies,Storage,84.55,5,22.8285,,0.26999999999999996
,Dp-13240,Home Office,Central,Office Supplies,Paper,17.94,3,8.7906,,0.48999999999999994
,SJ-20500,Consumer,East,Office Supplies,Binders,128.4,3,62.916,,0.48999999999999994
,KB-16240,Corporate,South,Office Supplies,Binders,1.869,1,-1.3083,,-0.7000000000000001
2017-10-08,CS-12250,Corporate,West,Technology,Phones,103.192,1,11.6091,2017-10,0.1125
2017-10-08,CS-12250,Corporate,West,Technology,Accessories,36.0,2,6.48,2017-10,0.18000000000000002
2017-10-08,CS-12250,Corporate,West,Technology,Accessories,239.96,4,115.1808,2017-10,0.48
2017-10-08,CS-12250,Corporate,West,Office Supplies,Storage,40.68,2,0.4068,2017-10,0.01
,EB-13870,Consumer,South,Furniture,Chairs,419.136,4,-68.1096,,-0.16249999999999998
2014-12-12,PB-19150,Consumer,South,Office Supplies,Envelopes,23.472,3,7.6284,2014-12,0.325
,MT-18070,Home Office,Central,Office Supplies,Binders,3.592,4,-6.286,,-1.7499999999999998
2017-04-01,BF-11020,Corporate,South,Technology,Phones,23.976,3,-5.6943,2017-04,-0.23750000000000002
2017-04-01,BF-11020,Corporate,South,Office Supplies,Labels,6.264,3,2.0358,2017-04,0.325
2017-04-01,BF-11020,Corporate,South,Office Supplies,Appliances,20.808,3,1.8207,2017-04,0.0875
2017-04-01,BF-11020,Corporate,South,Furniture,Chairs,218.352,3,-19.1058,2017-04,-0.0875
,CG-12520,Consumer,Central,Office Supplies,Storage,18.16,2,1.816,,0.1
,DH-13675,Home Office,West,Office Supplies,Supplies,7.36,2,0.1472,,0.02
,DH-13675,Home Office,West,Office Supplies,Labels,41.4,4,19.872,,0.48000000000000004
,DH-13675,Home Office,West,Furniture,Bookcases,411.332,4,-4.8392,,-0.011764705882352941
2015-09-04,SC-20440,Corporate,East,Office Supplies,Binders,7.656,4,-6.1248,2015-09,-0.7999999999999999
2017-06-12,HG-15025,Consumer,East,Technology,Accessories,63.92,2,19.176,2017-06,0.3
,MM-18055,Consumer,East,Office Supplies,Art,6.56,2,1.9024,,0.29000000000000004
,MM-18055,Consumer,East,Office Supplies,Labels,7.83,3,3.6018,,0.45999999999999996
,MM-18055,Consumer,East,Technology,Accessories,41.9,2,8.799,,0.21
,MM-18055,Consumer,East,Furniture,Chairs,664.146,6,88.5528,,0.13333333333333336
,MM-18055,Consumer,East,Office Supplies,Paper,8.96,2,4.3904,,0.48999999999999994
2017-11-02,TH-21115,Corporate,East,Furniture,Furnishings,3.312,1,0.6624,2017-11,0.2
2017-11-02,TH-21115,Corporate,East,Office Supplies,Appliances,20.136,3,1.2585,2017-11,0.0625
2017-11-02,TH-21115,Corporate,East,Office Supplies,Envelopes,8.856,3,2.8782,2017-11,0.325
2017-11-02,TH-21115,Corporate,East,Technology,Phones,859.2,4,-186.16,2017-11,-0.21666666666666665
2016-10-08,JE-15745,Consumer,West,Office Supplies,Paper,61.96,2,27.882,2016-10,0.45
2016-04-08,PG-18820,Consumer,South,Office Supplies,Envelopes,17.92,4,8.6016,2016-04,0.4799999999999999
2015-10-08,MB-17305,Consumer,West,Furniture,Furnishings,145.9,5,62.737,2015-10,0.43
,JD-16015,Consumer,Central,Office Supplies,Paper,56.704,2,19.1376,,0.33749999999999997
,JD-16015,Consumer,Central,Technology,Phones,11.12,2,3.475,,0.31250000000000006
,JH-15430,Consumer,West,Office Supplies,Paper,32.896,4,11.1024,,0.33749999999999997
,JH-15430,Consumer,West,Office Supplies,Paper,22.776,3,7.6869,,0.33749999999999997
,EN-13780,Consumer,East,Technology,Phones,239.97,3,2.3997,,0.01
,EN-13780,Consumer,East,Office Supplies,Appliances,160.32,2,44.8896,,0.28
,EN-13780,Consumer,East,Technology,Phones,128.85,3,3.8655,,0.030000000000000002
,KC-16255,Corporate,South,Technology,Accessories,1319.96,4,527.984,,0.4
2017-12-04,MS-17980,Corporate,East,Furniture,Chairs,239.96,10,-10.284,2017-12,-0.04285714285714286
2017-12-04,MS-17980,Corporate,East,Furniture,Furnishings,54.768,2,6.846,2017-12,0.125
2017-12-04,MS-17980,Corporate,East,Office Supplies,Art,13.392,3,3.1806,2017-12,0.23750000000000002
2017-12-04,MS-17980,Corporate,East,Office Supplies,Paper,23.92,5,8.671,2017-12,0.36249999999999993
2017-12-04,MS-17980,Corporate,East,Technology,Accessories,255.968,4,-28.7964,2017-12,-0.1125
2016-06-05,CK-12205,Consumer,West,Office Supplies,Binders,21.552,6,7.0044,2016-06,0.325
2016-06-05,CK-12205,Consumer,West,Office Supplies,Appliances,58.24,4,15.7248,2016-06,0.27
2016-12-10,SJ-20125,Home Office,West,Office Supplies,Paper,80.28,12,36.9288,2016-12,0.46
,EA-14035,Corporate,West,Office Supplies,Art,9.78,2,4.0098,,0.41000000000000003
,MG-17890,Home Office,West,Office Supplies,Fasteners,1.81,1,0.6516,,0.36
2015-05-08,AB-10255,Home Office,East,Office Supplies,Paper,37.94,2,18.2112,2015-05,0.4800000000000001
,SC-20260,Corporate,South,Technology,Phones,79.96,5,27.986,,0.35000000000000003
2017-08-06,TB-21355,Corporate,Central,Office Supplies,Paper,115.296,3,40.3536,2017-08,0.35
2017-12-02,JK-16090,Consumer,Central,Technology,Phones,2479.96,4,743.988,2017-12,0.30000000000000004
2016-06-06,CK-12595,Consumer,South,Technology,Accessories,179.94,6,75.5748,2016-06,0.42
2016-06-06,CK-12595,Consumer,South,Technology,Accessories,26.85,3,5.1015,2016-06,0.18999999999999997
2016-06-06,CK-12595,Consumer,South,Technology,Accessories,323.37,3,129.348,2016-06,0.4
2016-06-06,CK-12595,Consumer,South,Office Supplies,Paper,59.94,3,28.1718,2016-06,0.47000000000000003
2016-06-06,CK-12595,Consumer,South,Office Supplies,Binders,64.14,3,30.7872,2016-06,0.48
2016-06-06,CK-12595,Consumer,South,Office Supplies,Binders,11.67,3,5.6016,2016-06,0.48000000000000004
2016-06-06,CK-12595,Consumer,South,Office Supplies,Paper,12.96,2,6.2208,2016-06,0.4799999999999999
,SS-20590,Consumer,Central,Office Supplies,Binders,17.43,3,8.0178,,0.45999999999999996
,LE-16810,Consumer,Central,Furniture,Chairs,181.986,2,-54.5958,,-0.3
,LE-16810,Consumer,Central,Office Supplies,Binders,1.592,2,-2.6268,,-1.6499999999999997
,LE-16810,Consumer,Central,Office Supplies,Supplies,22.344,3,2.5137,,0.1125
,ES-14080,Corporate,West,Furniture,Tables,455.97,6,-218.8656,,-0.48
,ES-14080,Corporate,West,Office Supplies,Binders,10.44,6,-7.656,,-0.7333333333333334
,ES-14080,Corporate,West,Office Supplies,Binders,5.214,2,-4.1712,,-0.7999999999999999
,MG-17890,Home Office,East,Office Supplies,Storage,67.4,5,17.524,,0.26
2017-09-07,JM-16195,Consumer,West,Furniture,Furnishings,25.16,2,10.5672,2017-09,0.42
2017-09-07,JM-16195,Consumer,West,Technology,Phones,126.56,4,47.46,2017-09,0.375
,SG-20470,Consumer,West,Office Supplies,Appliances,43.68,3,11.7936,,0.27
,SG-20470,Consumer,West,Technology,Accessories,139.93,7,34.9825,,0.25
2014-11-12,DB-12970,Corporate,Central,Office Supplies,Art,2.672,1,0.334,2014-11,0.125
2014-11-12,DB-12970,Corporate,Central,Office Supplies,Supplies,16.656,6,-3.123,2014-11,-0.18750000000000003
2014-11-12,DB-12970,Corporate,Central,Technology,Accessories,79.512,3,20.8719,2014-11,0.2625
2014-11-12,DB-12970,Corporate,Central,Office Supplies,Paper,36.288,7,12.7008,2014-11,0.35000000000000003
2014-11-12,DB-12970,Corporate,Central,Furniture,Bookcases,67.9932,1,-12.9987,2014-11,-0.19117647058823528
2017-10-02,JW-15220,Corporate,South,Furniture,Furnishings,10.16,2,3.4544,2017-10,0.34
,KD-16495,Corporate,South,Furniture,Furnishings,6.16,2,1.9712,,0.32
,KD-16495,Corporate,South,Office Supplies,Art,56.3,2,15.764,,0.28
2015-12-06,IL-15100,Consumer,West,Office Supplies,Paper,6.48,1,3.1104,2015-12,0.4799999999999999
2015-12-06,IL-15100,Consumer,West,Office Supplies,Storage,1325.85,5,238.653,2015-12,0.18
2015-12-06,IL-15100,Consumer,West,Office Supplies,Labels,14.94,3,6.8724,2015-12,0.46
,JE-15610,Corporate,South,Office Supplies,Binders,34.54,1,17.27,,0.5
,JE-15610,Corporate,South,Technology,Copiers,2999.95,5,1439.976,,0.4800000000000001
,JE-15610,Corporate,South,Office Supplies,Binders,64.12,4,30.7776,,0.48
,SU-20665,Home Office,Central,Office Supplies,Art,19.456,4,2.1888,,0.1125
,SU-20665,Home Office,Central,Technology,Machines,209.986,2,8.9994,,0.04285714285714286
,SU-20665,Home Office,Central,Office Supplies,Art,29.76,5,1.86,,0.0625
,SU-20665,Home Office,Central,Furniture,Chairs,89.768,1,-2.5648,,-0.02857142857142857
,SU-20665,Home Office,Central,Technology,Copiers,959.984,2,335.9944,,0.35
,SU-20665,Home Office,Central,Office Supplies,Paper,15.552,3,5.6376,,0.3625
,SU-20665,Home Office,Central,Technology,Phones,34.36,1,-7.3015,,-0.2125
2014-12-05,EA-14035,Corporate,East,Office Supplies,Paper,98.376,3,35.6613,2014-12,0.36249999999999993
2014-12-05,EA-14035,Corporate,East,Office Supplies,Binders,29.94,4,-23.952,2014-12,-0.8
2014-12-05,EA-14035,Corporate,East,Office Supplies,Paper,17.472,3,5.6784,2014-12,0.32499999999999996
2014-12-05,EA-14035,Corporate,East,Technology,Phones,36.738,1,-9.1845,2014-12,-0.25
2014-12-05,EA-14035,Corporate,East,Technology,Phones,179.94,2,-44.985,2014-12,-0.25
2016-12-12,RF-19840,Consumer,West,Furniture,Furnishings,383.64,6,122.7648,2016-12,0.32
2016-12-12,RF-19840,Consumer,West,Office Supplies,Appliances,56.52,3,15.8256,2016-12,0.27999999999999997
2017-09-09,LC-17050,Consumer,West,Office Supplies,Art,6.56,2,1.9024,2017-09,0.29000000000000004
2017-09-09,LC-17050,Consumer,West,Furniture,Chairs,243.92,5,-15.245,2017-09,-0.0625
2017-09-09,LC-17050,Consumer,West,Office Supplies,Paper,47.52,9,22.8096,2017-09,0.48
2017-10-04,PS-18970,Home Office,East,Furniture,Furnishings,19.98,1,8.5914,2017-10,0.43
2016-05-09,PS-18970,Home Office,East,Office Supplies,Art,8.0,5,3.44,2016-05,0.43
,JO-15280,Consumer,West,Furniture,Furnishings,6.16,2,1.9712,,0.32
,VP-21730,Home Office,East,Office Supplies,Storage,83.56,4,1.6712,,0.02
,VP-21730,Home Office,East,Technology,Phones,546.06,3,163.818,,0.30000000000000004
,VP-21730,Home Office,East,Office Supplies,Storage,269.49,3,5.3898,,0.02
,GA-14725,Consumer,West,Office Supplies,Fasteners,10.9,5,3.597,,0.32999999999999996
,EM-14140,Home Office,West,Office Supplies,Binders,6.096,2,2.2098,,0.3625
2016-12-08,DB-13615,Consumer,West,Office Supplies,Storage,34.05,3,9.534,2016-12,0.28
2016-12-08,DB-13615,Consumer,West,Office Supplies,Storage,352.38,2,81.0474,2016-12,0.22999999999999998
,ML-17395,Corporate,East,Furniture,Chairs,245.98,2,27.0578,,0.11
,ML-17395,Corporate,East,Office Supplies,Binders,18.94,1,9.47,,0.5
,JH-15430,Consumer,East,Office Supplies,Binders,59.913,7,-45.9333,,-0.7666666666666667
,BP-11095,Corporate,East,Technology,Phones,391.98,2,109.7544,,0.27999999999999997
,BP-11095,Corporate,East,Technology,Phones,437.85,3,131.355,,0.29999999999999993
,SB-20185,Consumer,East,Office Supplies,Binders,68.62,2,32.2514,,0.4699999999999999
,SV-20785,Consumer,East,Office Supplies,Supplies,25.02,3,6.5052,,0.26
,SV-20785,Consumer,East,Office Supplies,Art,10.71,3,2.7846,,0.26
2014-10-03,DO-13435,Consumer,East,Office Supplies,Art,55.984,2,4.1988,2014-10,0.075
2014-10-03,DO-13435,Consumer,East,Office Supplies,Envelopes,14.48,5,4.887,2014-10,0.33749999999999997
2014-10-03,DO-13435,Consumer,East,Technology,Accessories,142.488,3,-3.5622,2014-10,-0.024999999999999998
,TB-21355,Corporate,Central,Office Supplies,Storage,14.16,1,1.062,,0.075
,TB-21355,Corporate,Central,Office Supplies,Paper,79.92,5,27.972,,0.35000000000000003
2015-12-03,BS-11380,Corporate,East,Office Supplies,Binders,590.352,6,206.6232,2015-12,0.35000000000000003
,FM-14215,Corporate,South,Furniture,Furnishings,17.088,2,1.068,,0.0625
,FM-14215,Corporate,South,Furniture,Chairs,98.392,1,-11.0691,,-0.11250000000000002
,JL-15835,Consumer,East,Office Supplies,Art,11.05,5,2.9835,,0.26999999999999996
2015-12-06,AF-10870,Consumer,West,Office Supplies,Appliances,7.78,2,2.0228,2015-12,0.26
,BG-11035,Consumer,South,Technology,Accessories,659.9,2,217.767,,0.33
2015-10-05,MB-17305,Consumer,East,Technology,Accessories,53.04,3,-4.641,2015-10,-0.08750000000000001
,HW-14935,Corporate,West,Technology,Accessories,843.9,2,371.316,,0.44
,HW-14935,Corporate,West,Technology,Accessories,1496.16,9,224.424,,0.15
2016-02-02,AB-10105,Consumer,East,Office Supplies,Storage,117.96,2,5.898,2016-02,0.05
,JP-15460,Corporate,East,Office Supplies,Art,21.3,5,8.733,,0.41000000000000003
,JP-15460,Corporate,East,Office Supplies,Appliances,1040.8,5,281.016,,0.27
,JP-15460,Corporate,East,Office Supplies,Art,29.34,6,7.9218,,0.27
,DV-13045,Corporate,South,Furniture,Furnishings,19.52,2,5.368,,0.275
,CM-12190,Consumer,West,Office Supplies,Storage,443.92,4,8.8784,,0.019999999999999997
,SC-20695,Corporate,Central,Technology,Accessories,499.95,5,174.9825,,0.35
,SC-20695,Corporate,Central,Office Supplies,Art,3.04,1,1.0336,,0.34
,SC-20695,Corporate,Central,Furniture,Chairs,201.96,2,50.49,,0.25
,SC-20695,Corporate,Central,Furniture,Furnishings,68.64,11,17.16,,0.25
,VW-21775,Corporate,West,Technology,Accessories,100.0,4,21.0,,0.21
,VW-21775,Corporate,West,Technology,Accessories,359.98,2,21.5988,,0.06
,PP-18955,Home Office,West,Furniture,Furnishings,6.16,2,2.9568,,0.48
,PP-18955,Home Office,West,Furniture,Tables,2348.82,9,399.2994,,0.16999999999999998
,DR-12880,Corporate,South,Office Supplies,Labels,13.872,6,4.6818,,0.3375
,DR-12880,Corporate,South,Furniture,Chairs,273.552,3,-13.6776,,-0.049999999999999996
,RB-19465,Home Office,East,Furniture,Tables,815.292,9,-339.705,,-0.41666666666666663
2014-02-11,NF-18385,Consumer,South,Technology,Accessories,234.45,3,103.158,2014-02,0.44
2014-02-11,NF-18385,Consumer,South,Furniture,Tables,1256.22,6,75.3732,2014-02,0.06
2014-02-11,NF-18385,Consumer,South,Office Supplies,Binders,17.46,2,8.2062,2014-02,0.47000000000000003
,CR-12580,Home Office,East,Office Supplies,Binders,10.528,7,3.6848,,0.35
2015-12-05,SU-20665,Home Office,Central,Office Supplies,Binders,152.8,5,76.4,2015-12,0.5
2017-09-03,SC-20050,Home Office,West,Office Supplies,Binders,82.56,5,28.896,2017-09,0.35
2017-09-03,SC-20050,Home Office,West,Technology,Accessories,284.97,3,85.491,2017-09,0.3
,ML-18040,Corporate,Central,Furniture,Furnishings,60.84,3,23.1192,,0.37999999999999995
,GM-14440,Consumer,West,Furniture,Chairs,1325.76,6,149.148,,0.1125
,GM-14440,Consumer,West,Furniture,Chairs,572.16,3,35.76,,0.0625
,JK-15640,Home Office,East,Office Supplies,Paper,28.8,9,10.08,,0.35
2017-04-02,AT-10435,Home Office,East,Office Supplies,Art,11.12,4,2.8912,2017-04,0.26
2016-04-01,DB-12910,Home Office,South,Furniture,Furnishings,7.04,4,3.0976,2016-04,0.44
,AH-10690,Corporate,South,Office Supplies,Envelopes,17.94,3,8.7906,,0.48999999999999994
,SJ-20125,Home Office,West,Office Supplies,Binders,34.76,5,11.297,,0.325
,HM-14860,Corporate,East,Furniture,Furnishings,74.45,5,20.1015,,0.27
2015-01-04,AG-10495,Corporate,South,Furniture,Furnishings,192.22,14,69.1992,2015-01,0.36000000000000004
2017-11-02,JB-16000,Consumer,West,Office Supplies,Paper,19.44,3,9.3312,2017-11,0.48000000000000004
,AJ-10795,Corporate,West,Office Supplies,Paper,32.4,5,15.552,,0.48
,AJ-10795,Corporate,West,Office Supplies,Envelopes,57.9,5,28.95,,0.5
,AJ-10795,Corporate,West,Office Supplies,Storage,10.56,2,0.0,,0.0
,AJ-10795,Corporate,West,Furniture,Bookcases,1194.165,5,210.735,,0.17647058823529413
2017-10-06,MM-18280,Corporate,East,Office Supplies,Paper,40.99,1,20.0851,2017-10,0.49
2014-11-04,TH-21235,Corporate,West,Office Supplies,Art,2.94,1,0.7938,2014-11,0.26999999999999996
,AH-10120,Home Office,West,Office Supplies,Binders,45.24,4,-30.16,,-0.6666666666666666
,AH-10120,Home Office,West,Office Supplies,Art,18.688,4,2.336,,0.125
,AH-10120,Home Office,West,Office Supplies,Paper,11.648,2,3.7856,,0.325
,AH-10120,Home Office,West,Technology,Accessories,112.776,3,-8.4582,,-0.075
,AH-10120,Home Office,West,Furniture,Tables,377.45,5,-264.215,,-0.7
,AH-10120,Home Office,West,Office Supplies,Labels,15.936,4,5.1792,,0.325
,AH-10120,Home Office,West,Technology,Phones,28.68,3,-7.17,,-0.25
,CL-12700,Home Office,West,Furniture,Furnishings,21.44,2,7.504,,0.35
,CL-12700,Home Office,West,Office Supplies,Storage,511.056,9,-95.823,,-0.1875
,JG-15310,Corporate,East,Office Supplies,Art,18.656,2,1.3992,,0.07500000000000001
,JG-15310,Corporate,East,Office Supplies,Binders,11.088,7,-8.1312,,-0.7333333333333334
,JG-15310,Corporate,East,Office Supplies,Storage,66.688,1,4.168,,0.0625
,JG-15310,Corporate,East,Office Supplies,Storage,99.488,2,8.7052,,0.0875
2016-06-11,SE-20110,Consumer,West,Office Supplies,Labels,14.62,2,6.8714,2016-06,0.47000000000000003
2016-06-11,SE-20110,Consumer,West,Office Supplies,Binders,53.984,14,17.5448,2016-06,0.32499999999999996
2016-06-11,SE-20110,Consumer,West,Technology,Accessories,389.97,3,132.5898,2016-06,0.33999999999999997
2015-06-09,TG-21640,Consumer,West,Furniture,Furnishings,355.36,4,92.3936,2015-06,0.26
2015-06-09,TG-21640,Consumer,West,Technology,Phones,140.376,3,8.7735,2015-06,0.0625
,SH-19975,Corporate,Central,Office Supplies,Envelopes,15.84,2,5.544,,0.35
,SH-19975,Corporate,Central,Office Supplies,Paper,8.448,2,2.64,,0.3125
,MC-17275,Consumer,West,Office Supplies,Paper,12.96,2,6.2208,,0.4799999999999999
,PJ-18835,Corporate,West,Technology,Phones,57.408,6,5.7408,,0.1
,PJ-18835,Corporate,West,Technology,Accessories,27.6,4,2.208,,0.08
,ZC-21910,Consumer,Central,Furniture,Furnishings,38.976,3,-50.6688,,-1.3
,SC-20680,Home Office,Central,Office Supplies,Fasteners,20.44,7,9.198,,0.45
,SC-20680,Home Office,Central,Office Supplies,Paper,109.92,2,53.8608,,0.49
,BP-11230,Consumer,Central,Office Supplies,Binders,6.38,1,2.9348,,0.46
,BP-11230,Consumer,Central,Office Supplies,Paper,6.48,1,3.1104,,0.4799999999999999
2014-04-02,RD-19585,Consumer,South,Office Supplies,Paper,15.84,3,7.128,2014-04,0.45
2014-04-02,RD-19585,Consumer,South,Technology,Phones,1049.93,7,293.9804,2014-04,0.27999999999999997
2014-04-02,RD-19585,Consumer,South,Office Supplies,Appliances,154.9,5,40.274,2014-04,0.26
2015-11-05,KL-16645,Consumer,West,Office Supplies,Binders,98.352,3,35.6526,2015-11,0.3625
,CK-12205,Consumer,South,Office Supplies,Fasteners,14.32,5,5.191,,0.3625
,CK-12205,Consumer,South,Furniture,Furnishings,129.888,6,12.9888,,0.09999999999999999
,CK-12205,Consumer,South,Office Supplies,Envelopes,48.944,7,16.5186,,0.33749999999999997
,RB-19705,Home Office,Central,Furniture,Chairs,275.058,3,-90.3762,,-0.32857142857142857
2015-12-10,KM-16225,Corporate,East,Office Supplies,Art,27.36,9,9.3024,2015-12,0.34
2015-12-10,KM-16225,Corporate,East,Office Supplies,Paper,44.75,5,20.585,2015-12,0.46
2015-12-10,KM-16225,Corporate,East,Technology,Phones,134.99,1,36.4473,2015-12,0.26999999999999996
2015-12-10,KM-16225,Corporate,East,Office Supplies,Paper,26.4,5,12.672,2015-12,0.48000000000000004
2015-12-10,KM-16225,Corporate,East,Furniture,Chairs,542.94,3,141.1644,2015-12,0.25999999999999995
2016-05-05,AH-10465,Consumer,West,Furniture,Tables,71.088,2,-1.7772,2016-05,-0.025
,AG-10765,Home Office,Central,Office Supplies,Binders,27.396,9,-42.4638,,-1.5499999999999998
,AG-10765,Home Office,Central,Office Supplies,Binders,13.456,1,-23.548,,-1.75
2016-11-05,EB-14170,Consumer,Central,Office Supplies,Labels,11.84,1,4.44,2016-11,0.37500000000000006
2017-11-03,PG-18895,Consumer,West,Office Supplies,Paper,35.88,6,17.5812,2017-11,0.48999999999999994
,CA-12055,Home Office,East,Office Supplies,Envelopes,40.752,3,15.282,,0.375
,CA-12055,Home Office,East,Technology,Accessories,139.96,5,-22.7435,,-0.1625
,SS-20875,Consumer,East,Office Supplies,Art,2.624,1,0.2952,,0.1125
,SS-20875,Consumer,East,Furniture,Tables,136.53,1,-52.3365,,-0.38333333333333336
,SS-20875,Consumer,East,Technology,Accessories,263.96,1,42.8935,,0.16250000000000003
2014-11-03,RP-19390,Consumer,East,Office Supplies,Supplies,11.64,3,3.3756,2014-11,0.29
,SC-20440,Corporate,East,Office Supplies,Binders,40.176,3,14.5638,,0.3625
2015-05-08,NW-18400,Consumer,East,Furniture,Furnishings,79.44,3,30.1872,2015-05,0.38
2015-05-08,NW-18400,Consumer,East,Office Supplies,Supplies,357.93,3,7.1586,2015-05,0.02
2015-05-08,NW-18400,Consumer,East,Furniture,Chairs,127.764,2,21.294,2015-05,0.16666666666666669
2015-05-08,NW-18400,Consumer,East,Technology,Copiers,2799.944,7,1014.9797,2015-05,0.3625
2015-05-08,NW-18400,Consumer,East,Office Supplies,Paper,19.44,3,9.3312,2015-05,0.48000000000000004
,KW-16435,Consumer,Central,Technology,Phones,36.792,1,4.1391,,0.11249999999999999
2014-03-01,HR-14770,Home Office,East,Technology,Phones,5.94,3,1.6038,2014-03,0.26999999999999996
,AG-10900,Consumer,South,Office Supplies,Storage,177.55,5,47.9385,,0.26999999999999996
2015-10-09,BM-11650,Corporate,Central,Technology,Accessories,619.95,5,111.591,2015-10,0.17999999999999997
2015-10-09,BM-11650,Corporate,Central,Technology,Phones,29.16,3,8.4564,2015-10,0.29000000000000004
2015-10-09,BM-11650,Corporate,Central,Office Supplies,Envelopes,57.96,7,27.2412,2015-10,0.47
2015-10-09,BM-11650,Corporate,Central,Office Supplies,Appliances,29.403,3,5.2272,2015-10,0.17777777777777778
,RD-19720,Consumer,Central,Office Supplies,Storage,81.4,5,21.164,,0.26
,KB-16585,Corporate,West,Office Supplies,Fasteners,8.72,5,2.289,,0.2625
,KB-16585,Corporate,West,Technology,Accessories,91.176,3,4.5588,,0.049999999999999996
,KB-16585,Corporate,West,Technology,Accessories,159.968,4,29.994,,0.1875
,DW-13585,Corporate,West,Office Supplies,Paper,12.96,2,6.2208,,0.4799999999999999
,VG-21805,Corporate,Central,Office Supplies,Storage,331.536,3,-82.884,,-0.25
,DR-12880,Corporate,East,Technology,Accessories,899.91,9,395.9604,,0.44
2015-05-04,AH-10690,Corporate,Central,Technology,Phones,946.344,7,118.293,2015-05,0.125
2017-12-08,JP-15520,Consumer,Central,Technology,Accessories,178.11,3,32.0598,2017-12,0.18
2017-12-08,JP-15520,Consumer,Central,Office Supplies,Appliances,1089.75,3,305.13,2017-12,0.27999999999999997
2017-12-08,JP-15520,Consumer,Central,Office Supplies,Labels,61.06,2,28.0876,2017-12,0.45999999999999996
2017-12-08,JP-15520,Consumer,Central,Furniture,Bookcases,459.92,4,41.3928,2017-12,0.09
2017-12-08,JP-15520,Consumer,Central,Office Supplies,Paper,27.52,4,12.6592,2017-12,0.46
,DR-12880,Corporate,East,Furniture,Bookcases,638.82,9,185.2578,,0.29
,DR-12880,Corporate,East,Office Supplies,Supplies,30.69,3,7.9794,,0.26
